,תאריך,יום,שעה (עגולה),מספר קו,שם הקו,כיוון,אלטרנטיבה,חברה (agency_name),סוג מסלול (route_type),עיר מוצא,תחנת מוצא,עיר יעד,תחנת יעד,כמות תחנות,אורך מסלול (קמ),זמן יציאה מתוכנן,זמן הגעה מתוכנן,משך מתוכנן (דק),משך בפועל (דק),הפרש (דק),מהירות מתוכננת (קמש),מהירות בפועל (קמש),מזהה SIRI
20591,08/01/2024,שני,11:00,63,הכובשים/דניאל-תל אביב יפו<->מסוף אלוף שדה-רמת גן-10,1.0,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף אלוף שדה,31.0,10.573,11:31:00,12:12:59,42,64.0,22.0,15.1,9.9,58736079
43194,08/01/2024,שני,14:00,71,קריית חינוך-תל אביב יפו<->דוד סחרוב/אברהם בר-ראשון לציון-1#,1.0,#,אגד,אוטובוס,תל אביב יפו,קריית חינוך,ראשון לציון,דוד סחרוב/אברהם בר,46.0,19.673,14:24:00,15:22:40,59,87.0,28.0,20.0,13.6,58869907
16100,08/01/2024,שני,07:00,266,מסוף עתידים-תל אביב יפו<->בית רבקה-פתח תקווה-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,פתח תקווה,בית רבקה,37.0,13.723,07:30:00,08:08:59,39,47.0,8.0,21.1,17.5,58709957
52717,09/01/2024,שלישי,05:00,126,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-2#,2.0,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,53.0,18.392,05:42:00,06:44:08,62,94.0,32.0,17.8,11.7,58926372
57592,09/01/2024,שלישי,10:00,258,בית העלמין-ראש העין<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-10,1.0,0,אלקטרה אפיקים,אוטובוס,ראש העין,בית העלמין,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,45.0,28.221,10:00:00,10:57:59,58,17.0,-41.0,29.2,99.6,58954549
9481,06/01/2024,שבת,19:00,634,מסוף עתידים-תל אביב יפו<->קידמה/התמדה-חריש-20,2.0,0,קווים,אוטובוס,תל אביב יפו,מסוף עתידים,חריש,קידמה/התמדה,43.0,61.082,19:15:00,20:40:03,85,101.0,16.0,43.1,36.3,58671745
1370,05/01/2024,שישי,05:00,194,ת. רכבת הראשונים-ראשון לציון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,ראשון לציון,ת. רכבת הראשונים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,27.0,21.268,05:00:00,05:49:00,49,36.0,-13.0,26.0,35.4,58609695
5488,05/01/2024,שישי,10:00,66,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,1.0,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף כרמלית/הורדה,42.0,15.464,10:01:00,10:50:06,49,95.0,46.0,18.9,9.8,58637503
53567,09/01/2024,שלישי,06:00,44,מסוף עתידים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52.0,19.102,06:25:00,07:24:59,60,83.0,23.0,19.1,13.8,58931348
77757,10/01/2024,רביעי,10:00,5,משרד הרישוי/הלוחמים-חולון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,משרד הרישוי/הלוחמים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,34.0,11.329,10:54:00,11:35:59,42,62.0,20.0,16.2,11.0,59073790
74059,10/01/2024,רביעי,07:00,5,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,35.0,10.895,07:31:00,08:16:04,45,55.0,10.0,14.5,11.9,59052263
15617,08/01/2024,שני,07:00,320,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,אלקטרה אפיקים,אוטובוס,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,19.0,36.766,07:00:00,07:48:59,49,55.0,6.0,45.0,40.1,58707052
42643,08/01/2024,שני,13:00,238,דרך מנחם בגין/קופת חולים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,1.0,0,דן,אוטובוס,פתח תקווה,דרך מנחם בגין/קופת חולים,תל אביב יפו,מסוף כרמלית/הורדה,48.0,19.957,13:55:00,14:54:16,59,84.0,25.0,20.3,14.3,58866471
104543,11/01/2024,חמישי,18:00,71,קריית חינוך-תל אביב יפו<->דוד סחרוב/אברהם בר-ראשון לציון-1#,1.0,#,אגד,אוטובוס,תל אביב יפו,קריית חינוך,ראשון לציון,דוד סחרוב/אברהם בר,46.0,19.673,18:00:00,18:58:40,59,81.0,22.0,20.0,14.6,59235287
100009,11/01/2024,חמישי,13:00,115,מסוף קרית אונו-קרית אונו<->מסוף רדינג/הורדה-תל אביב יפו-10,1.0,0,מטרופולין,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף רדינג/הורדה,26.0,15.77,13:30:00,14:20:33,51,74.0,23.0,18.6,12.8,59206437
104569,11/01/2024,חמישי,18:00,130,מסוף כרמלית-תל אביב יפו<->שדרות החשמונאים/לב העיר-מודיעין מכבים רעות-20,2.0,0,קווים,אוטובוס,תל אביב יפו,מסוף כרמלית,מודיעין מכבים רעות,שדרות החשמונאים/לב העיר,14.0,31.567,18:00:00,18:39:59,40,49.0,9.0,47.4,38.7,59235391
14594,08/01/2024,שני,06:00,141,מסוף יהוד/עליה-יהוד מונוסון<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,1.0,0,דן,אוטובוס,יהוד מונוסון,מסוף יהוד/עליה,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52.0,21.888,06:10:00,07:07:45,58,94.0,36.0,22.6,14.0,58700990
54385,09/01/2024,שלישי,07:00,60,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף עמידר-רמת גן-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,רמת גן,מסוף עמידר,24.0,8.881,07:14:00,07:44:28,30,81.0,51.0,17.8,6.6,58936356
81466,10/01/2024,רביעי,14:00,650,המלכים/הגדוד העברי-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,נתניה,המלכים/הגדוד העברי,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,31.0,35.844,14:10:00,15:01:43,52,64.0,12.0,41.4,33.6,59096123
63703,09/01/2024,שלישי,15:00,266,מסוף עתידים-תל אביב יפו<->בית רבקה-פתח תקווה-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,פתח תקווה,בית רבקה,37.0,13.723,15:25:00,16:03:59,39,72.0,33.0,21.1,11.4,58991211
41861,08/01/2024,שני,13:00,288,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->אוניברסיטת אריאל/כביש 31-אריאל-2#,2.0,#,תנופה,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,אריאל,אוניברסיטת אריאל/כביש 31,51.0,49.759,13:15:00,14:39:36,85,139.0,54.0,35.1,21.5,58861891
34781,08/01/2024,שני,06:00,69,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,1.0,0,מטרופולין,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,34.0,12.415,06:55:00,07:28:59,34,58.0,24.0,21.9,12.8,58820268
10025,06/01/2024,שבת,20:00,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34.0,10.239,20:40:00,21:16:34,37,40.0,3.0,16.6,15.4,58676124
83229,10/01/2024,רביעי,15:00,189,מסוף קריית שרת-חולון<->מסוף עתידים-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,מסוף עתידים,56.0,21.341,15:45:00,16:52:53,68,114.0,46.0,18.8,11.2,59106819
16240,08/01/2024,שני,07:00,61,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,מסוף כרמלית/הורדה,35.0,11.29,07:36:00,08:15:59,40,64.0,24.0,16.9,10.6,58710766
68558,09/01/2024,שלישי,22:00,282,מסוף גולדה/רציפים-תל אביב יפו<->בית העלמין-ראש העין-20,2.0,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף גולדה/רציפים,ראש העין,בית העלמין,54.0,34.924,22:00:00,23:15:59,76,57.0,-19.0,27.6,36.8,59021691
56459,09/01/2024,שלישי,09:00,282,מסוף גולדה/רציפים-תל אביב יפו<->בית העלמין-ראש העין-20,2.0,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף גולדה/רציפים,ראש העין,בית העלמין,54.0,34.924,09:00:00,10:15:59,76,27.0,-49.0,27.6,77.6,58948022
65400,09/01/2024,שלישי,17:00,21,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף קדמה-רמת השרון-1#,1.0,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,רמת השרון,מסוף קדמה,51.0,19.808,17:12:00,18:21:18,69,89.0,20.0,17.2,13.4,59002082
5854,05/01/2024,שישי,10:00,96,ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו<->אזור מר. שפינוזה/פלמח-אזור-2#,2.0,#,אגד,אוטובוס,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,אזור,אזור מר. שפינוזה/פלמח,25.0,11.676,10:30:00,10:58:59,29,40.0,11.0,24.2,17.5,58640299
103712,11/01/2024,חמישי,17:00,451,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית רמלה/הורדה-רמלה-20,2.0,0,קווים,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רמלה,ת. מרכזית רמלה/הורדה,29.0,19.769,17:00:00,17:35:59,36,55.0,19.0,32.9,21.6,59229825
70896,10/01/2024,רביעי,05:00,173,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-1#,1.0,#,אגד,אוטובוס,ראשון לציון,ת. מרכזית רשל''צ/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,37.0,18.857,05:00:00,05:49:59,50,74.0,24.0,22.6,15.3,59033209
46555,08/01/2024,שני,17:00,454,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. מרכזית רמלה/הורדה-רמלה-20,2.0,0,קווים,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,רמלה,ת. מרכזית רמלה/הורדה,40.0,24.79,17:45:00,18:31:59,47,72.0,25.0,31.6,20.7,58891423
37856,08/01/2024,שני,09:00,5,משרד הרישוי/הלוחמים-חולון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,משרד הרישוי/הלוחמים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,34.0,11.329,09:42:00,10:23:59,42,72.0,30.0,16.2,9.4,58838048
98519,11/01/2024,חמישי,12:00,61,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,מסוף כרמלית/הורדה,35.0,11.29,12:14:00,12:53:59,40,63.0,23.0,16.9,10.8,59197284
34591,08/01/2024,שני,06:00,300,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,15.0,53.662,06:45:00,07:49:59,65,78.0,13.0,49.5,41.3,58819120
26791,08/01/2024,שני,17:00,73,חניון תמנע-חולון<->מסוף כרמלית/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,חניון תמנע,תל אביב יפו,מסוף כרמלית/הורדה,51.0,16.128,17:05:00,18:03:40,59,69.0,10.0,16.4,14.0,58774384
43213,08/01/2024,שני,14:00,2,משמר הירדן/טורקוב-תל אביב יפו<->פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,משמר הירדן/טורקוב,תל אביב יפו,פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב,51.0,17.771,14:25:00,15:24:59,60,90.0,30.0,17.8,11.8,58869990
75129,10/01/2024,רביעי,08:00,7,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->מסוף וולפסון-חולון-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,חולון,מסוף וולפסון,53.0,16.716,08:30:00,09:23:59,54,74.0,20.0,18.6,13.6,59058470
32263,08/01/2024,שני,04:00,62,מסוף רדינג/רציפים-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,34.0,13.604,04:50:00,05:38:56,49,79.0,30.0,16.7,10.3,58805282
29531,08/01/2024,שני,20:00,3,בית העלמין/קרית שאול-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,בית העלמין/קרית שאול,תל אביב יפו,מסוף הטייסים,54.0,18.114,20:55:00,21:59:26,64,61.0,-3.0,17.0,17.8,58791593
65678,09/01/2024,שלישי,17:00,172,מסוף רדינג/רציפים-תל אביב יפו<->חניון תמנע-חולון-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,חולון,חניון תמנע,53.0,17.211,17:32:00,18:30:59,59,78.0,19.0,17.5,13.2,59003983
876,05/01/2024,שישי,04:00,7,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->מסוף וולפסון-חולון-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,חולון,מסוף וולפסון,53.0,16.716,04:30:00,05:23:59,54,65.0,11.0,18.6,15.4,58606332
100817,11/01/2024,חמישי,14:00,451,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->קניון צ. רמלה לוד/דוכיפת-רמלה-22,2.0,2,קווים,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רמלה,קניון צ. רמלה לוד/דוכיפת,37.0,22.609,14:00:00,14:44:59,45,59.0,14.0,30.1,23.0,59211426
40248,08/01/2024,שני,11:00,82,הכובשים/דניאל-תל אביב יפו<->בית רבקה-פתח תקווה-20,2.0,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,פתח תקווה,בית רבקה,44.0,15.191,11:48:00,12:35:59,48,89.0,41.0,19.0,10.2,58852694
37129,08/01/2024,שני,09:00,364,מסוף משה ארנס/רציפים-פתח תקווה<->מסוף גולדה/הורדה-תל אביב יפו-10,1.0,0,אלקטרה אפיקים,אוטובוס,פתח תקווה,מסוף משה ארנס/רציפים,תל אביב יפו,מסוף גולדה/הורדה,42.0,17.63,09:00:00,09:51:59,52,61.0,9.0,20.3,17.3,58833661
62835,09/01/2024,שלישי,14:00,5,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,35.0,10.895,14:41:00,15:26:04,45,77.0,32.0,14.5,8.5,58985821
93126,11/01/2024,חמישי,07:00,115,מסוף קרית אונו-קרית אונו<->מסוף רדינג/הורדה-תל אביב יפו-10,1.0,0,מטרופולין,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף רדינג/הורדה,26.0,15.77,07:00:00,07:50:33,51,11.0,-40.0,18.6,86.0,59165059
84374,10/01/2024,רביעי,16:00,266,מסוף עתידים-תל אביב יפו<->בית רבקה-פתח תקווה-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,פתח תקווה,בית רבקה,37.0,13.723,16:55:00,17:33:59,39,65.0,26.0,21.1,12.7,59114367
47933,08/01/2024,שני,19:00,13,בית ברבור/דרך ההגנה-תל אביב יפו<->מסוף וולפסון-חולון-1#,1.0,#,מטרופולין,אוטובוס,תל אביב יפו,בית ברבור/דרך ההגנה,חולון,מסוף וולפסון,47.0,13.154,19:30:00,20:19:51,50,53.0,3.0,15.8,14.9,58900095
13954,08/01/2024,שני,05:00,405,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-3#,3.0,#,אגד,אוטובוס,ירושלים,ת. מרכזית ירושלים קומה 3/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,4.0,51.238,05:40:00,06:28:59,49,62.0,13.0,62.7,49.6,58697238
82616,10/01/2024,רביעי,15:00,572,מסוף אונברסיטת ת''א-תל אביב יפו<->תחנה מרכזית כפ''ס/הורדה-כפר סבא-2#,2.0,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,כפר סבא,תחנה מרכזית כפ''ס/הורדה,48.0,19.522,15:10:00,16:13:41,64,79.0,15.0,18.3,14.8,59102600
69983,10/01/2024,רביעי,04:00,126,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,52.0,18.813,04:20:00,05:20:59,61,87.0,26.0,18.5,13.0,59028418
